,address,attributes,business_id,categories,city,hours,is_open,latitude,longitude,name,neighborhood,postal_code,review_count,stars,state
76883,273 Bloor Street W,"{'BikeParking': 'True', 'BusinessAcceptsCreditCards': 'True', 'OutdoorSeating': 'True', 'RestaurantsPriceRange2': '2', 'RestaurantsTakeOut': 'True', 'WheelchairAccessible': 'True', 'WiFi': 'free'}",t4PZ3r2eTPeDXWNiV4Cr0g,"Food, Restaurants, Coffee & Tea, Cafes",Toronto,"{'Monday': '8:0-20:0', 'Tuesday': '8:0-20:0', 'Wednesday': '8:0-20:0', 'Thursday': '8:0-20:0', 'Friday': '8:0-20:0', 'Saturday': '8:0-17:0', 'Sunday': '10:0-17:0'}",1,43.6677486,-79.3961666,B Espresso Bar,University of Toronto,M5S 1W2,12,3.0,ON
76954,55 Avenue Road,"{'BikeParking': 'True', 'BusinessParking': ""{'garage': True, 'street': False, 'validated': False, 'lot': False, 'valet': False}"", 'Caters': 'False', 'DogsAllowed': 'True', 'RestaurantsPriceRange2': '2', 'RestaurantsTakeOut': 'True', 'WheelchairAccessible': 'True', 'WiFi': 'free'}",kHKFpWsbffVgLZChDvvS9Q,"Tea Rooms, Bubble Tea, Food, Coffee & Tea",Toronto,"{'Monday': '10:0-18:0', 'Tuesday': '10:0-18:0', 'Wednesday': '10:0-18:0', 'Thursday': '10:0-18:0', 'Friday': '10:0-18:0', 'Saturday': '10:0-18:0', 'Sunday': '10:0-18:0'}",1,43.6715255,-79.3945958,The Fresh Tea Shop,Yorkville,M5R 3L2,7,4.5,ON
76994,201 King Street E,"{'Alcohol': 'none', 'Ambience': ""{'romantic': False, 'intimate': False, 'classy': False, 'hipster': False, 'touristy': False, 'trendy': False, 'upscale': False, 'casual': False}"", 'BikeParking': 'True', 'BusinessAcceptsCreditCards': 'True', 'BusinessParking': ""{'garage': False, 'street': False, 'validated': False, 'lot': False, 'valet': False}"", 'GoodForKids': 'True', 'GoodForMeal': ""{'dessert': False, 'latenight': False, 'lunch': False, 'dinner': False, 'breakfast': False, 'brunch': False}"", 'NoiseLevel': 'quiet', 'OutdoorSeating': 'False', 'RestaurantsAttire': 'casual', 'RestaurantsGoodForGroups': 'True', 'RestaurantsPriceRange2': '1', 'RestaurantsReservations': 'False', 'RestaurantsTableService': 'False', 'RestaurantsTakeOut': 'True'}",ISAoecAvjwEa8wkc481ilg,"Food, Sandwiches, Restaurants, Coffee & Tea",Toronto,,1,43.6508194834,-79.3697311293,Hotspot Cafe,Corktown,M5A 4T8,9,3.0,ON
76999,"2471 Yonge Street, 3 Blocks N of Eglinton","{'Alcohol': 'none', 'Ambience': ""{'romantic': False, 'intimate': False, 'classy': False, 'hipster': False, 'touristy': False, 'trendy': False, 'upscale': False, 'casual': False}"", 'BikeParking': 'True', 'BusinessAcceptsCreditCards': 'True', 'BusinessParking': ""{'garage': False, 'street': True, 'validated': False, 'lot': False, 'valet': False}"", 'Caters': 'True', 'GoodForKids': 'False', 'GoodForMeal': ""{'dessert': False, 'latenight': False, 'lunch': True, 'dinner': False, 'breakfast': False, 'brunch': True}"", 'OutdoorSeating': 'True', 'RestaurantsAttire': 'casual', 'RestaurantsDelivery': 'False', 'RestaurantsGoodForGroups': 'False', 'RestaurantsPriceRange2': '3', 'RestaurantsReservations': 'False', 'RestaurantsTakeOut': 'True', 'WheelchairAccessible': 'True'}",gISrxk4A5dfrjDivkC-L-Q,"Coffee & Tea, Chocolatiers & Shops, Event Planning & Services, Cafes, French, Caterers, Food, Restaurants, Specialty Food",Toronto,"{'Tuesday': '8:30-18:30', 'Wednesday': '8:30-18:30', 'Thursday': '8:30-18:30', 'Friday': '8:30-18:30', 'Saturday': '8:30-18:0', 'Sunday': '8:30-17:0'}",1,43.7115473,-79.3993523,Douce France,Yonge and Eglinton,M4P 2H6,61,4.0,ON
77010,342-B Oakwood Avenue,"{'BikeParking': 'True', 'BusinessAcceptsCreditCards': 'True', 'BusinessParking': ""{'garage': False, 'street': True, 'validated': False, 'lot': False, 'valet': False}"", 'Caters': 'True', 'DogsAllowed': 'True', 'OutdoorSeating': 'True', 'RestaurantsPriceRange2': '1', 'RestaurantsTakeOut': 'True', 'WheelchairAccessible': 'True', 'WiFi': 'no'}",1KP5pShdlC7dqyQbxtP3Zw,"Coffee & Tea, Food",Toronto,"{'Monday': '7:0-17:0', 'Tuesday': '7:0-17:0', 'Wednesday': '7:0-17:0', 'Thursday': '7:0-17:0', 'Friday': '7:0-17:0', 'Saturday': '8:0-17:0', 'Sunday': '8:0-17:0'}",1,43.6864091666,-79.438632719,Oakwood Espresso,,M6E 2W2,20,5.0,ON
77028,583 Gerrard Street E,"{'BikeParking': 'True', 'BusinessParking': ""{'garage': False, 'street': False, 'validated': False, 'lot': False, 'valet': False}"", 'OutdoorSeating': 'False', 'RestaurantsPriceRange2': '1', 'RestaurantsTakeOut': 'True', 'WiFi': 'no'}",yY7h_AHgD0M53HdhopWjPQ,"Food, Chocolatiers & Shops, Specialty Food, Coffee & Tea",Toronto,"{'Tuesday': '8:0-16:0', 'Wednesday': '8:0-16:0', 'Thursday': '8:0-16:0', 'Friday': '8:0-16:0', 'Saturday': '8:0-16:0', 'Sunday': '8:0-16:0'}",1,43.665417,-79.352234,Soul Chocolate,Riverdale,M4M 1Y2,10,4.5,ON
77264,1881 Yonge St,"{'BikeParking': 'False', 'BusinessAcceptsCreditCards': 'True', 'BusinessParking': ""{'garage': False, 'street': False, 'validated': False, 'lot': False, 'valet': False}"", 'OutdoorSeating': 'True', 'RestaurantsPriceRange2': '1', 'WiFi': 'free'}",2NmeO8fhs2jRr_WGZPP3kQ,"Food, Coffee & Tea",Toronto,,1,43.6976717,-79.3960999,The Second Cup,Mount Pleasant and Davisville,M4S 3C4,3,1.5,ON
77325,399 Spadina Avenue,"{'BikeParking': 'True', 'BusinessParking': ""{'garage': False, 'street': True, 'validated': False, 'lot': False, 'valet': False}"", 'Caters': 'True', 'OutdoorSeating': 'False', 'RestaurantsPriceRange2': '2', 'RestaurantsTakeOut': 'True', 'WheelchairAccessible': 'True', 'WiFi': 'free'}",b6sUcJj_xbeYrKKOsS9Gjw,"Bubble Tea, Food, Juice Bars & Smoothies, Coffee & Tea",Toronto,"{'Monday': '11:30-23:0', 'Tuesday': '11:30-23:0', 'Wednesday': '11:30-23:0', 'Thursday': '11:30-23:0', 'Friday': '11:30-23:0', 'Saturday': '11:30-23:0', 'Sunday': '11:30-23:0'}",1,43.656838,-79.399237,OneZo Tapioca,Chinatown,M5T 2G6,76,3.5,ON
77469,504 St. Clair Avenue W,"{'BikeParking': 'True', 'BusinessAcceptsCreditCards': 'True', 'BusinessParking': ""{'garage': False, 'street': False, 'validated': False, 'lot': False, 'valet': False}"", 'OutdoorSeating': 'True', 'RestaurantsPriceRange2': '2', 'RestaurantsTakeOut': 'True', 'WiFi': 'free'}",WFq0VNN0L5Nw4bcz6AJ57g,"Coffee & Tea, Food",Toronto,,1,43.6832943221,-79.4185348114,Starbucks,Casa Loma,M5R 3E9,9,3.5,ON
77665,91 Danforth Ave.,"{'BikeParking': 'True', 'BusinessAcceptsCreditCards': 'True', 'BusinessParking': ""{'garage': False, 'street': False, 'validated': False, 'lot': False, 'valet': False}"", 'Caters': 'False', 'OutdoorSeating': 'False', 'RestaurantsPriceRange2': '1', 'RestaurantsTakeOut': 'True', 'WiFi': 'free'}",0kj2gElqk24gcKwVslyx-g,"Donuts, Coffee & Tea, Food",Toronto,,1,43.6760747,-79.3585801,Tim Horton's,Riverdale,M4K 1N2,6,2.5,ON
77745,120 Dundas Street W,"{'BikeParking': 'True', 'BusinessParking': ""{'garage': False, 'street': True, 'validated': False, 'lot': False, 'valet': False}"", 'Caters': 'False', 'OutdoorSeating': 'False', 'RestaurantsPriceRange2': '2', 'RestaurantsTakeOut': 'True'}",U8mNpPrXO6P3VGdUj9dFbQ,"Coffee & Tea, Bakeries, Food, Patisserie/Cake Shop, Desserts",Toronto,"{'Monday': '8:0-21:0', 'Tuesday': '8:0-21:0', 'Wednesday': '8:0-21:0', 'Thursday': '8:0-21:0', 'Friday': '8:0-23:0', 'Saturday': '9:0-23:0', 'Sunday': '9:0-20:0'}",1,43.6558371,-79.3844562,Butter Baker,Downtown Core,M5G 1C3,73,4.0,ON
77770,3 Westmoreland Avenue,"{'BikeParking': 'True', 'BusinessAcceptsCreditCards': 'False', 'BusinessParking': ""{'garage': False, 'street': False, 'validated': False, 'lot': False, 'valet': False}"", 'OutdoorSeating': 'True', 'RestaurantsPriceRange2': '1', 'RestaurantsTakeOut': 'True', 'WiFi': 'free'}",bPABsVXUwS8RlVd5uZS8Pw,"Coffee & Tea, Restaurants, Cafes, Food, Latin American",Toronto,"{'Monday': '11:0-22:0', 'Tuesday': '11:0-22:0', 'Wednesday': '11:0-22:0', 'Thursday': '11:0-22:0', 'Friday': '11:0-22:0', 'Saturday': '11:0-22:0', 'Sunday': '11:0-22:0'}",0,43.6613304,-79.4304502,El Cafecito Cafe,Dovercourt,M6H 2Z6,26,4.5,ON
77968,1800 Sheppard Avenue E,"{'Alcohol': 'none', 'Ambience': ""{'romantic': False, 'intimate': False, 'classy': False, 'hipster': False, 'touristy': False, 'trendy': False, 'upscale': False, 'casual': False}"", 'BikeParking': 'False', 'BusinessAcceptsCreditCards': 'True', 'Caters': 'True', 'DogsAllowed': 'False', 'GoodForKids': 'True', 'GoodForMeal': ""{'dessert': False, 'latenight': False, 'lunch': False, 'dinner': False, 'breakfast': False, 'brunch': False}"", 'HasTV': 'False', 'OutdoorSeating': 'False', 'RestaurantsAttire': 'casual', 'RestaurantsDelivery': 'False', 'RestaurantsGoodForGroups': 'True', 'RestaurantsPriceRange2': '1', 'RestaurantsReservations': 'False', 'RestaurantsTableService': 'False', 'RestaurantsTakeOut': 'True', 'WheelchairAccessible': 'True', 'WiFi': 'free'}",ziGwa9EEOHMaPWbdp8tSDg,"Food, Desserts, Specialty Food, Sandwiches, Macarons, Coffee & Tea, Restaurants",Toronto,"{'Monday': '9:0-21:0', 'Tuesday': '9:0-21:0', 'Wednesday': '9:0-21:0', 'Thursday': '9:0-21:0', 'Friday': '9:0-21:0', 'Saturday': '9:0-21:0', 'Sunday': '11:0-19:0'}",0,43.7778782,-79.3446538,Tea Monkey Cafe,,M2J 5A7,12,4.0,ON
78109,2434 Bloor Street W,"{'Alcohol': 'none', 'Ambience': ""{'romantic': False, 'intimate': False, 'classy': False, 'hipster': False, 'touristy': False, 'trendy': False, 'upscale': False, 'casual': True}"", 'BikeParking': 'True', 'BusinessAcceptsCreditCards': 'True', 'BusinessParking': ""{'garage': False, 'street': True, 'validated': False, 'lot': False, 'valet': False}"", 'Caters': 'False', 'GoodForKids': 'True', 'GoodForMeal': ""{'dessert': False, 'latenight': False, 'lunch': True, 'dinner': False, 'breakfast': True, 'brunch': True}"", 'HasTV': 'True', 'NoiseLevel': 'average', 'OutdoorSeating': 'False', 'RestaurantsAttire': 'casual', 'RestaurantsDelivery': 'False', 'RestaurantsGoodForGroups': 'False', 'RestaurantsPriceRange2': '1', 'RestaurantsReservations': 'False', 'RestaurantsTableService': 'True', 'RestaurantsTakeOut': 'True', 'WheelchairAccessible': 'False', 'WiFi': 'no'}",BY9JxpTr9XAHJcgOMccz1A,"Breakfast & Brunch, Diners, Restaurants, Food, Coffee & Tea",Toronto,,1,43.6495398,-79.4841695,Bloor-Jane,Bloor-West Village,M6S 1P9,45,3.5,ON
78371,85 Laird Drive,"{'BikeParking': 'True', 'BusinessAcceptsCreditCards': 'True', 'BusinessParking': ""{'garage': True, 'street': False, 'validated': False, 'lot': False, 'valet': False}"", 'OutdoorSeating': 'True', 'RestaurantsPriceRange2': '1', 'RestaurantsTakeOut': 'True', 'WiFi': 'free'}",u1AakDceJqPYWqme4k4dfA,"Coffee & Tea, Food",Toronto,,1,43.7052968,-79.3614429,Tim Hortons,,M4G 3V1,6,3.5,ON
78581,"Scotia Plaza, 40 King Street W, Unit M128","{'Alcohol': 'none', 'Ambience': ""{'romantic': False, 'intimate': False, 'classy': False, 'hipster': False, 'touristy': False, 'trendy': False, 'upscale': False, 'casual': False}"", 'BikeParking': 'True', 'BusinessParking': ""{'garage': False, 'street': False, 'validated': False, 'lot': False, 'valet': False}"", 'GoodForKids': 'False', 'GoodForMeal': ""{'dessert': False, 'latenight': False, 'lunch': False, 'dinner': False, 'breakfast': False, 'brunch': False}"", 'HasTV': 'False', 'NoiseLevel': 'average', 'OutdoorSeating': 'False', 'RestaurantsAttire': 'casual', 'RestaurantsDelivery': 'False', 'RestaurantsGoodForGroups': 'False', 'RestaurantsPriceRange2': '2', 'RestaurantsReservations': 'False', 'RestaurantsTableService': 'False', 'RestaurantsTakeOut': 'True', 'WiFi': 'free'}",BZInFfFFCne6n3zmzg8zzA,"Bakeries, Food, Sandwiches, Coffee & Tea, Restaurants",Toronto,"{'Monday': '5:30-19:0', 'Tuesday': '5:30-19:0', 'Wednesday': '5:30-19:0', 'Thursday': '5:30-19:0', 'Friday': '5:30-19:0'}",1,43.6497992662,-79.3793812386,Starbucks,Downtown Core,M5H 3Y2,4,3.0,ON
78593,1289 Gerrard Street E,"{'Alcohol': 'beer_and_wine', 'Ambience': ""{'romantic': False, 'intimate': False, 'classy': False, 'hipster': False, 'touristy': False, 'trendy': False, 'upscale': False, 'casual': True}"", 'BikeParking': 'True', 'BusinessAcceptsCreditCards': 'True', 'BusinessParking': ""{'garage': False, 'street': True, 'validated': False, 'lot': False, 'valet': False}"", 'GoodForKids': 'True', 'GoodForMeal': ""{'dessert': False, 'latenight': False, 'lunch': False, 'dinner': False, 'breakfast': False, 'brunch': True}"", 'HasTV': 'False', 'NoiseLevel': 'quiet', 'OutdoorSeating': 'False', 'RestaurantsAttire': 'casual', 'RestaurantsDelivery': 'False', 'RestaurantsGoodForGroups': 'True', 'RestaurantsPriceRange2': '1', 'RestaurantsReservations': 'False', 'RestaurantsTableService': 'False', 'RestaurantsTakeOut': 'True', 'WiFi': 'free'}",YpSOCqnpn-ceZOfg4MY2GQ,"Coffee & Tea, Food, Cafes, Restaurants",Toronto,"{'Monday': '7:30-18:0', 'Tuesday': '7:30-18:0', 'Wednesday': '7:30-18:0', 'Thursday': '7:30-18:0', 'Friday': '7:30-18:0', 'Saturday': '8:30-17:0', 'Sunday': '9:0-15:0'}",0,43.6707425917,-79.3281650056,Brickyard Grounds,Leslieville,M4L 1Y5,24,4.5,ON
78812,282 Jane Street,"{'BikeParking': 'True', 'BusinessParking': ""{'garage': False, 'street': True, 'validated': False, 'lot': False, 'valet': False}"", 'Caters': 'True', 'DogsAllowed': 'False', 'OutdoorSeating': 'True', 'RestaurantsPriceRange2': '1', 'RestaurantsTakeOut': 'True', 'WheelchairAccessible': 'False', 'WiFi': 'free'}",pDKITbL0no7HPHFodv9jTQ,"Coffee & Tea, Cafes, Food, Restaurants",Toronto,"{'Monday': '7:0-19:0', 'Tuesday': '7:0-19:0', 'Wednesday': '7:0-20:30', 'Thursday': '7:0-20:30', 'Friday': '7:0-20:30', 'Saturday': '7:0-20:30', 'Sunday': '8:0-18:0'}",1,43.6559726,-79.4873427,Golden Gecko Coffee,,M6S 3Z2,12,5.0,ON
79036,95 Front Street E,"{'BikeParking': 'True', 'BusinessAcceptsCreditCards': 'True', 'BusinessParking': ""{'garage': True, 'street': False, 'validated': False, 'lot': False, 'valet': False}"", 'OutdoorSeating': 'True', 'RestaurantsPriceRange2': '1', 'RestaurantsTakeOut': 'True', 'WiFi': 'no'}",EGMY8LeJ0Owai16XGkZr0A,"Coffee & Tea, Food",Toronto,"{'Tuesday': '9:0-18:0', 'Wednesday': '9:0-18:0', 'Thursday': '9:0-18:0', 'Friday': '8:0-19:0', 'Saturday': '7:0-17:0'}",1,43.6487301,-79.3715409,Everyday Gourmet,St. Lawrence,M5E 1C2,16,4.0,ON
79048,90 Eglinton Avenue E,"{'BikeParking': 'True', 'BusinessParking': ""{'garage': False, 'street': False, 'validated': False, 'lot': False, 'valet': False}"", 'OutdoorSeating': 'True', 'RestaurantsDelivery': 'False', 'RestaurantsPriceRange2': '2', 'RestaurantsTakeOut': 'True'}",jcvRqcxSw0QcP0ahDVV7rA,"Coffee & Tea, Coffee & Tea Supplies, Bakeries, Food",Toronto,"{'Monday': '6:0-18:0', 'Tuesday': '6:0-18:0', 'Wednesday': '6:0-18:0', 'Thursday': '6:0-18:0', 'Friday': '6:0-18:0', 'Saturday': '8:0-16:0', 'Sunday': '8:0-16:0'}",1,43.7076046,-79.3958331,JJ Bean,Yonge and Eglinton,M4P 2Y3,6,4.0,ON
79497,2293 Yonge Street,"{'BikeParking': 'True', 'BusinessAcceptsCreditCards': 'True', 'OutdoorSeating': 'True', 'RestaurantsPriceRange2': '3', 'RestaurantsTakeOut': 'True', 'WiFi': 'free'}",xYXXe5tikoTEH-g1O0uUdQ,"Food, Cafes, Coffee & Tea, Restaurants",Toronto,"{'Monday': '6:0-23:0', 'Tuesday': '6:0-23:0', 'Wednesday': '6:0-23:0', 'Thursday': '6:0-23:0', 'Friday': '6:0-23:0', 'Saturday': '6:30-23:0', 'Sunday': '6:30-22:0'}",1,43.7076234,-79.3981435,Starbucks,Yonge and Eglinton,M4P 2C6,3,4.5,ON
79548,693 St. Clair W,"{'Alcohol': 'none', 'Ambience': ""{'romantic': False, 'intimate': False, 'classy': False, 'hipster': False, 'touristy': False, 'trendy': False, 'upscale': False, 'casual': True}"", 'BikeParking': 'True', 'BusinessAcceptsCreditCards': 'True', 'BusinessParking': ""{'garage': False, 'street': True, 'validated': False, 'lot': False, 'valet': False}"", 'Caters': 'True', 'GoodForKids': 'True', 'GoodForMeal': ""{'dessert': False, 'latenight': False, 'lunch': False, 'dinner': False, 'breakfast': True, 'brunch': True}"", 'HasTV': 'False', 'NoiseLevel': 'average', 'OutdoorSeating': 'False', 'RestaurantsAttire': 'casual', 'RestaurantsDelivery': 'True', 'RestaurantsGoodForGroups': 'False', 'RestaurantsPriceRange2': '1', 'RestaurantsReservations': 'False', 'RestaurantsTableService': 'False', 'RestaurantsTakeOut': 'True', 'WiFi': 'no'}",EL-iUP2pr6aJE2ZRVyNwyA,"Restaurants, Food, Cafes, Bakeries, Coffee & Tea, Breakfast & Brunch",Toronto,"{'Monday': '8:0-16:0', 'Tuesday': '8:0-17:0', 'Wednesday': '8:0-17:0', 'Thursday': '8:0-17:0', 'Friday': '8:0-17:0', 'Saturday': '8:0-17:0', 'Sunday': '9:0-16:0'}",1,43.6814735,-79.4260975,Baker and Scone,Wychwood,M6C 1B2,67,4.0,ON
79616,1733 Eglinton Avenue E,"{'RestaurantsPriceRange2': '1', 'RestaurantsTakeOut': 'True', 'WiFi': 'free'}",7esFF4cro9SasTxXv1FDAw,"Coffee & Tea, Food",Toronto,"{'Monday': '7:0-21:0', 'Tuesday': '7:0-21:0', 'Wednesday': '7:0-21:0', 'Thursday': '7:0-21:0', 'Friday': '7:0-21:0', 'Saturday': '7:0-18:0', 'Sunday': '11:0-17:0'}",1,43.72589105,-79.3132320419,Tim Horton's,,M4A 1J8,5,3.5,ON
79670,1997 Bloor St W,"{'BikeParking': 'True', 'BusinessAcceptsCreditCards': 'True', 'BusinessParking': ""{'garage': False, 'street': True, 'validated': False, 'lot': False, 'valet': False}"", 'OutdoorSeating': 'True', 'RestaurantsPriceRange2': '2', 'RestaurantsTakeOut': 'True', 'WheelchairAccessible': 'True', 'WiFi': 'free'}",2qw3XYmMXX4qDHNrznts3A,"Food, Coffee & Tea",Toronto,,1,43.6521306,-79.4708218,Starbucks,Swansea,M6S 1M4,5,3.0,ON
79917,410 Adelaide Street W,"{'Alcohol': 'beer_and_wine', 'BikeParking': 'True', 'BusinessAcceptsCreditCards': 'True', 'BusinessParking': ""{'garage': False, 'street': False, 'validated': False, 'lot': False, 'valet': False}"", 'Caters': 'True', 'DogsAllowed': 'False', 'GoodForMeal': ""{'dessert': False, 'latenight': False, 'lunch': False, 'dinner': False, 'breakfast': False, 'brunch': False}"", 'HasTV': 'True', 'NoiseLevel': 'average', 'OutdoorSeating': 'True', 'RestaurantsAttire': 'casual', 'RestaurantsDelivery': 'True', 'RestaurantsGoodForGroups': 'True', 'RestaurantsPriceRange2': '2', 'RestaurantsReservations': 'False', 'RestaurantsTableService': 'False', 'RestaurantsTakeOut': 'True', 'WheelchairAccessible': 'True', 'WiFi': 'free'}",3XUmcXMoToEFNJQ7gp5UYQ,"Restaurants, American (Traditional), Venues & Event Spaces, Food, Event Planning & Services, Caterers, Coffee & Tea, Cafes",Toronto,"{'Monday': '7:30-17:0', 'Tuesday': '7:30-17:0', 'Wednesday': '7:30-17:0', 'Thursday': '7:30-17:0', 'Friday': '7:30-17:0'}",1,43.6466472975,-79.3966018036,Craft Kitchen,,M5V 1S8,8,3.0,ON
79929,794 Mount Pleasant Road,"{'BikeParking': 'True', 'BusinessAcceptsCreditCards': 'True', 'BusinessParking': ""{'garage': False, 'street': False, 'validated': False, 'lot': False, 'valet': False}"", 'OutdoorSeating': 'False', 'RestaurantsPriceRange2': '2', 'WheelchairAccessible': 'True', 'WiFi': 'free'}",ug-p2DvXDkPTPOFeHofLsA,"Food, Restaurants, Coffee & Tea, Cafes",Toronto,"{'Monday': '6:30-22:0', 'Tuesday': '6:30-22:0', 'Wednesday': '6:30-22:0', 'Thursday': '6:30-22:0', 'Friday': '6:30-22:0', 'Saturday': '6:30-22:0', 'Sunday': '7:0-20:0'}",0,43.7086715,-79.3902441,Second Cup,Mount Pleasant and Davisville,M4P 2L2,8,3.0,ON
79969,1681 Lake Shore Boulevard E,"{'Alcohol': 'none', 'Ambience': ""{'romantic': False, 'intimate': False, 'classy': False, 'hipster': False, 'touristy': False, 'trendy': False, 'upscale': False, 'casual': False}"", 'BikeParking': 'True', 'BusinessParking': ""{'garage': False, 'street': False, 'validated': False, 'lot': False, 'valet': False}"", 'Caters': 'True', 'GoodForKids': 'True', 'GoodForMeal': ""{'dessert': False, 'latenight': False, 'lunch': False, 'dinner': False, 'breakfast': False, 'brunch': False}"", 'HasTV': 'False', 'NoiseLevel': 'loud', 'OutdoorSeating': 'True', 'RestaurantsAttire': 'casual', 'RestaurantsDelivery': 'False', 'RestaurantsGoodForGroups': 'True', 'RestaurantsPriceRange2': '1', 'RestaurantsReservations': 'False', 'RestaurantsTableService': 'False', 'RestaurantsTakeOut': 'True', 'WiFi': 'no'}",UWgSgYo0aYgCrIlN4MmSaA,"Food, Sandwiches, Donuts, Restaurants, Bakeries, Coffee & Tea",Toronto,"{'Monday': '6:0-22:0', 'Tuesday': '6:0-22:0', 'Wednesday': '6:0-22:0', 'Thursday': '6:0-22:0', 'Friday': '6:0-22:0', 'Saturday': '6:0-22:0', 'Sunday': '6:0-22:0'}",1,43.6627410493,-79.3100418895,Tim Hortons,,M4L 3W6,5,1.5,ON
80036,442 Bloor St. W,"{'GoodForMeal': ""{'dessert': False, 'latenight': False, 'lunch': False, 'dinner': False, 'breakfast': False, 'brunch': False}"", 'RestaurantsGoodForGroups': 'True', 'RestaurantsReservations': 'False'}",3utUsvqVVbTuz8AdSxXOyQ,"Shopping, Restaurants, Arts & Entertainment, Nightlife, Cafes, Lounges, Art Galleries, Bars, Coffee & Tea, Food",Toronto,"{'Monday': '8:30-20:30', 'Tuesday': '8:30-20:30', 'Wednesday': '8:30-20:30', 'Thursday': '8:30-20:30', 'Friday': '8:30-20:30', 'Saturday': '9:0-18:30', 'Sunday': '10:0-17:30'}",1,43.665764,-79.4088284,Slanted Door,The Annex,M5S 1X8,3,4.5,ON
80306,"100 The East Mall, Suite11","{'BikeParking': 'True', 'BusinessAcceptsCreditCards': 'True', 'BusinessParking': ""{'garage': False, 'street': False, 'validated': False, 'lot': False, 'valet': False}"", 'OutdoorSeating': 'False', 'RestaurantsPriceRange2': '2', 'RestaurantsTakeOut': 'False', 'WiFi': 'no'}",oN8pqCTXY4ac4DmUXUfdvQ,"Coffee & Tea, Food",Toronto,"{'Monday': '9:0-18:0', 'Tuesday': '9:0-18:0', 'Wednesday': '9:0-18:0', 'Thursday': '9:0-18:0', 'Friday': '9:0-18:0', 'Saturday': '10:0-18:0', 'Sunday': '11:0-17:0'}",1,43.6202377,-79.5493369,Coffee Galore,Etobicoke,M8Z,6,5.0,ON
80318,5 Northtown Way,"{'BikeParking': 'True', 'BusinessAcceptsCreditCards': 'False', 'BusinessParking': ""{'garage': False, 'street': False, 'validated': False, 'lot': False, 'valet': False}"", 'OutdoorSeating': 'False', 'RestaurantsPriceRange2': '1'}",HzhPJ6QJsWX-lkfj8y9s9Q,"Food, Coffee & Tea",Toronto,,0,43.7751786,-79.4140328,Domi Cafe,Willowdale,M2N 7A2,9,3.0,ON
80488,1378 Queen Street W,"{'BusinessAcceptsCreditCards': 'False', 'BusinessParking': ""{'garage': False, 'street': False, 'validated': False, 'lot': False, 'valet': False}"", 'OutdoorSeating': 'True', 'RestaurantsPriceRange2': '1', 'WheelchairAccessible': 'True', 'WiFi': 'free'}",gfos-L-4tZ7TKektSglXcQ,"Coffee & Tea, Food",Toronto,,0,43.6412971,-79.4332827,Blondie's,Parkdale,M6K 1L7,10,4.0,ON
80628,340 College Street,"{'BikeParking': 'True', 'BusinessAcceptsCreditCards': 'True', 'BusinessParking': ""{'garage': False, 'street': True, 'validated': False, 'lot': False, 'valet': False}"", 'Caters': 'False', 'OutdoorSeating': 'False', 'RestaurantsPriceRange2': '1', 'RestaurantsTakeOut': 'True', 'WiFi': 'free'}",YTC7x19r-5bht9TX-qDOWg,"Coffee & Tea, Food",Toronto,,1,43.6575514,-79.4034924,The Second Cup,,M5T 3A9,10,3.5,ON
80672,399 Bathurst Street,,SUkZaH4gzgemZ6BZyAo1vw,"Food, Coffee & Tea",Toronto,,1,43.6537025,-79.4060937,Tim Hortons,,M5T 2S8,4,2.0,ON
80919,176 Yonge Street,"{'BikeParking': 'False', 'BusinessAcceptsCreditCards': 'True', 'BusinessParking': ""{'garage': True, 'street': False, 'validated': False, 'lot': False, 'valet': False}"", 'OutdoorSeating': 'False', 'RestaurantsPriceRange2': '2', 'RestaurantsTakeOut': 'True', 'WiFi': 'free'}",Qb0oYWeC34wGO3NsP6c0ZA,"Grocery, Coffee & Tea, Food",Toronto,,1,43.652321,-79.37938,Foodwares Market,Downtown Core,M5C 2L7,20,3.5,ON
81249,362 King Street E,"{'Alcohol': 'none', 'BikeParking': 'True', 'BusinessAcceptsCreditCards': 'True', 'BusinessParking': ""{'garage': False, 'street': True, 'validated': False, 'lot': False, 'valet': False}"", 'Caters': 'True', 'DogsAllowed': 'False', 'GoodForMeal': ""{'dessert': False, 'latenight': False, 'lunch': False, 'dinner': False, 'breakfast': False, 'brunch': False}"", 'OutdoorSeating': 'True', 'RestaurantsDelivery': 'False', 'RestaurantsPriceRange2': '2', 'RestaurantsTakeOut': 'True', 'WiFi': 'no'}",fGdUxfeEWp9pn2sAa9rv2w,"Bakeries, Specialty Food, Food, Coffee & Tea, Ice Cream & Frozen Yogurt",Toronto,"{'Wednesday': '11:0-18:0', 'Thursday': '11:0-18:0', 'Friday': '12:0-18:0', 'Saturday': '20:0-23:0', 'Sunday': '11:0-17:0'}",1,43.6535432,-79.3620478,Roselle,Corktown,M5A 1K9,153,4.5,ON
