,average_stars,elite,name,review_count,useful,user_id,yelping_since
26579,3.48,"2018, 2017, 2016",John,128,106,xHMq2fBArXBp881TVlRt5g,2012-02-21
27051,3.81,"2015, 2018, 2013, 2014, 2017, 2012",Van,1252,35803,W81-CPVrM9c6F8XiNuEUvA,2010-02-08
27075,4.31,None,Denis,13,4,8ObPl7ktmueLgLYmWX86yQ,2012-10-19
27478,4.23,"2018, 2017",Amy,76,1,oZ3XzCeOzsb7UnNsq1j2Vw,2015-11-17
27583,4.09,"2017, 2018, 2015, 2016",Anita,110,16,fHdNrSQhhkCF4Pq1nWnMyA,2013-08-27
27806,4.22,None,Rajesh,36,4,ZdmViXKDQEBnZUp0m43Lyg,2011-09-16
27868,3.75,"2018, 2017",Lucie,58,2,1k655nwi0ACa6G4ZOFUHgg,2015-09-09
28118,3.3,None,Angel,22,9,pp1riv86G7XX_SYPxzZ3Lw,2016-07-08
28225,3.83,"2018, 2011, 2016, 2005, 2017, 2014, 2006, 2008, 2009, 2013, 2012, 2007, 2010, 2015",Miriam,3141,22845,gjhzKWsqCIrpEd9pevbKZw,2005-09-21
28700,3.3,None,Julius,10,1,xgel_xOcTtyvZiOoiIaCYA,2014-08-10
28933,5.0,None,Josh,1,0,G-R_JYszTMKmvgOqAWIxaQ,2016-02-21
28993,2.86,None,Marlene,7,0,vmF7c_o_S-J-wzpAIqTWjw,2016-07-21
29596,4.2,None,Jessica,130,23,SHCG2TLBwyLTmnrL7R0HMA,2012-07-01
29935,3.85,"2017, 2018",Annie,73,43,6eCgSb66TE1LeiWPPBPnTg,2014-06-22
30019,3.89,None,Michelle,9,0,7sygbnQfn1EmYT7Y38OMaw,2014-10-16
30238,4.27,None,Cassie,11,13,XJQYZ3xIVdJbi0yKfMa-ig,2017-09-23
30249,3.47,None,Yogesh,15,1,M8qmL_Gpt4N2k863HrOJLw,2016-07-24
30509,4.5,None,Sally,2,0,-J-N8luQ1MJp8gWx7nXNbQ,2013-11-08
30624,3.98,"2016, 2017, 2015, 2018",James,137,18,3yj4Wti1_QpN2y3mQVXtjw,2011-08-06
30754,3.47,None,Linda,19,1,IkQ6iptav7Cd9TBe6sxJlA,2016-08-07
30772,3.33,None,Sara,12,1,Y3qPym7hjFXRkRU-7Cvthg,2014-03-25
30827,3.62,"2013, 2015, 2017, 2014, 2016, 2018",Teresa,207,382,tOzTi_wIS2Gajy90pscoMw,2011-01-10
30830,4.08,2018,Nsh,37,2,jW6FmiKfnj3065BInKljPg,2013-03-08
30955,3.93,"2016, 2017, 2018",Jenny,200,2,GxzhQZokFig02SwfVhGQlA,2013-05-20
31101,3.64,"2018, 2017",Charles,46,2,EIqNtsUL1omnECtYJ31ykQ,2016-06-26
31143,1.5,None,Mike,2,0,IZOKc5S07wJxdgSKxMnNfA,2017-01-21
31663,4.0,None,Ouya,3,0,J_kSx_ilHp0Q2XbU5hvl8Q,2017-04-13
32772,3.66,"2016, 2018, 2017",Clement,146,1265,97ZsoydQYxhmQ-XnsxbDog,2014-08-04
33553,5.0,None,Desmond,1,1,4dkPiOQ82uhuZmTJGoFUtQ,2017-02-18
33596,4.09,"2017, 2018, 2015, 2016",Mary,88,7,06TjiB7kFn_XnlhxkiEKwQ,2013-11-21
33992,4.43,"2017, 2018",Kimmy,47,8,-1wbglcr6x1qrUbqP1YAIA,2015-02-18
34186,3.84,None,Ben,87,1,jdYjyxjoxjnKoStcIhXKpQ,2012-07-28
34589,3.11,None,J,173,174,zlmCX9v2L6MTslMCrGd4bA,2012-01-29
34676,2.0,None,N,7,1,rVWOfc1dkNsBRd1FxO4nnw,2012-06-15
35350,3.43,None,M,7,0,xQbh1LE2CTLA5VO9dg5xVg,2017-01-11
36452,3.35,None,S.,196,14,br9hkOIpT6aOjvejelkGKQ,2010-04-05
36525,3.24,None,Thomas,16,4,ZZF9Lpw-6HxIK-Fyh_fStw,2010-09-17
36945,4.08,None,Mike,21,7,TlrNUwhtlFgHrv-9_AT8IQ,2016-11-09
37115,3.2800000000000002,None,Peggy,60,2742,v6ISShJ3VqfMNOVDQNYsjg,2013-12-24
37164,4.01,"2017, 2018, 2016",Jane,72,11,52p2iAxobpwrBAYBtBmWHg,2012-12-31
37301,5.0,None,Yasmin,3,0,NsMGDOSFUQLY1aXQwrthkg,2014-06-05
37577,4.1,2015,IS Palette,143,0,3dRM4nuOI2Hs0AbiMQdWrg,2013-01-06
37768,3.69,None,Naz,16,8,nN5gtZbZCtA60DYwMOXOeQ,2011-05-11
37875,4.82,None,Jay,11,0,JQIM8xKn25fIuHp3asp9AQ,2012-07-13
37887,4.13,"2017, 2015, 2018, 2016",Hinna,113,67,WfZJQbTBIrxMaC3FQbz06w,2015-04-23
38581,3.88,None,Gabby,73,3,sXoxwIS2McW8a0cne4jQZA,2015-07-11
38720,4.4,None,Irina,4,0,1XTajG3GychTmleLLZR-JA,2017-09-10
38757,3.73,"2012, 2016, 2018, 2017, 2013, 2015, 2014",Vincent,3645,13344,bQCHF5rn5lMI9c5kEwCaNA,2012-03-18
38801,3.31,None,Kimberly,26,0,eHd7cMg7iBUneK0TbaTW9A,2017-10-14
39323,4.48,None,John,29,22,_8X-jV4eVLXZZllapVPK5w,2013-11-24
39606,3.86,None,Benny,7,0,YNJ6xXUuoBsgUpT-GKHQkg,2014-02-07
39767,4.33,None,N,6,1,10XC9TXJIYZnrktWiErfSw,2015-11-08
40743,4.17,None,Mayra,10,0,t6GLM06Z00BZq3wK-ytJzA,2017-01-12
41197,3.79,None,Vishalini,14,2,BF9Ju2Bo1Qx1Sl6s36rqxA,2017-06-29
41267,3.9,None,Vaishali,10,2,3UwBQ17pnyJ4RJDLniXS0A,2017-01-15
42103,3.75,"2017, 2016, 2018",Colanie,521,7818,pn_flI3EBNugBEYFp9okxQ,2012-10-27
42508,4.16,None,Mark,31,0,y2ipieHquANqbmZt7MnY-w,2014-05-26
42980,3.25,None,Mario,4,0,_cqfvH1Tbr4EI-3wBQbQuw,2016-06-10
43222,4.44,None,Michael,37,0,C-eFczpat8M_2v2tN9Weyg,2014-05-08
43286,3.29,"2018, 2017",Tiffany,57,14,PGBTEyJKUDzE27rfKyw6QA,2016-08-31
43341,3.9699999999999998,"2018, 2017, 2016",Kim,91,1,Jm5h-bDATqRMWs3VahkFPg,2011-03-23
44272,3.95,2018,Rachel,84,30,XXVEuojRkBY-ffo97XSy8Q,2017-04-11
44375,4.07,None,Sabrina,40,2,1uK33C6Vq5CDn1Ojz7-l4A,2017-10-12
44484,4.2,None,Kiantae,5,0,-VPYHKAMqfDyeoRqGNWs8Q,2012-10-02
44769,3.67,None,Si,3,0,8ciI4N4e7MibWZp30AHwXA,2015-12-02
45116,3.9,"2015, 2016, 2018, 2017",Cri,202,79,qmuCid52Y-SaJS_6v2CkNg,2012-01-30
45154,1.5,None,Biff,2,0,GuLVIKSHpXHGCI79957sQg,2017-04-09
45313,4.17,None,Diana,6,0,tSegy1BGNfjfyFWsA6Uyjw,2010-02-03
45609,3.74,None,Alf,1635,3,TmljCl6px9_1D-V1dEUR-w,2009-04-10
45667,4.0,None,Kerry,33,0,4dMvOFhxoXkhWkis0OtE4g,2017-02-03
45714,4.13,"2017, 2018",Kevin,110,0,0OFtP9x_ysPQ1KWNLrT0yw,2013-08-11
45917,2.0,None,Donna,1,0,wX5GybdERdeN4RJtoceW-g,2017-01-29
46022,4.05,"2017, 2018",Ayesha,192,34,i-gDfcrFLVhrNhBCUAhFpg,2013-08-12
46090,5.0,None,Chris,6,7,Lpc8egvSMlROxuf5iaXovQ,2011-09-19
46495,4.23,None,leah,39,0,Tf0i-r7haUn0h0NWDaotNA,2010-07-22
46851,3.93,None,Michelle,88,21,3IH8RDLJOPlSCryUrLqidw,2007-12-25
47124,4.69,None,vitaliy,37,27,hBkT5D96KDG-o9anmF1ivA,2010-06-07
47180,3.89,None,Jennifer,9,0,2DM0mv84EbNU-ia50mVRyQ,2016-12-29
48437,3.8,"2016, 2012, 2015, 2013, 2017, 2014",Cynthia,341,459,QfCfgc5PyNVwd_DgPzmeuA,2011-10-29
48485,3.9,"2017, 2018",Anna,69,4,TFxeEvpjMNQ3AWL49iMwtA,2015-10-02
49251,4.0,None,Cherlene,5,0,QPL_YZJswgzMN8M_VOlfqA,2014-05-10
49634,4.03,"2017, 2018, 2014, 2016, 2015",Andrew,290,201,1J-CWvcyB8FDmyZ_GEmvpw,2011-07-31
49642,3.99,"2016, 2017, 2018, 2014, 2015, 2013",Pheng,269,23,Jon2aajFsTLdHUzVlsDFhQ,2013-01-19
49839,4.21,"2018, 2017",Jessica,33,0,K2zDDAMxSx6okmrPenyDDg,2017-04-22
49866,3.63,"2018, 2015, 2017, 2016",Monica,134,30,MtV1QuQNILQefwWVK-Q-zA,2012-04-28
51243,2.93,None,Mi,15,1,gMKR_ld2Mhhe1gaPI-TDzA,2014-12-02
51567,4.5,None,Lilian,4,0,awVPQKkIRLorSJlWB3OLZw,2017-05-18
51997,3.5,None,Sarah,13,9,2_wOTbDlllfjWMrdAU6TvA,2015-02-15
52111,3.33,None,Diana,21,3,WLuzMjmMRmlxQyszuZzOkw,2014-06-18
52276,1.5,None,Yeasty,9,5,Gel_3eb5YpRBuvOIBZeb8w,2017-08-13
53514,2.6,None,K,4,0,yYzmTuPWVP50Io0UaqHaRg,2016-10-26
53679,3.5,None,Christine,20,1,R9JPva26kPWyxzVluLeeFw,2012-02-28
53712,3.88,None,Steve,38,0,HpuIfF-F9mRUJq4h2VqBBw,2010-05-29
54954,3.86,None,Anna,26,5,Y1v5UyVEiK-XjlnO2K0eGw,2016-12-05
55056,2.87,None,Kelly,15,0,_5ODXtL_lCOEE7v9ghOJKQ,2017-08-08
55153,2.7,None,D,9,0,oTFWkE5FEFZXgbwnyVBocQ,2016-02-06
55647,4.11,None,Nisha,46,1,Uk5x9HsriV5imN2fDNA0fA,2011-02-28
55758,2.5,None,Carlos,2,0,BoWIeqNpHY3rJkYKZAFT3A,2016-06-16
56934,3.67,None,Lara,3,0,_u2m_w8HMYp-NCJn53wgPg,2017-08-10
57239,2.7,None,L,8,6,SnknTk-SIJQ9La1uKiWUug,2015-10-16
57313,4.88,None,Brenda,17,0,mm6Szr4IM16GLKtPQw-6Rw,2015-08-17
57772,2.75,None,Yu,3,3,o3oyThc3PFQRJwMqnHDoNg,2017-01-01
58233,2.71,None,Ishtan,14,0,YyQBQapQATnJyBruWo2jxg,2016-10-15
58380,3.4,None,Mark,14,0,DwO5Mx4-xSRoObRQZvsyMQ,2017-02-04
58520,2.48,None,Rae,24,3,TzU6sC8CVDSwBKj3JMzjJg,2014-09-15
59664,4.67,None,Aaron,3,0,6IDCab7j8MCpt6mPaQlf8g,2014-08-03
59971,4.3,None,Kau,92,1,aPem60herPJilZDXPIUw2g,2013-08-19
60057,4.0,None,Karen,15,1,it1Q0o0fdZXch-h28qtfrA,2013-12-22
60793,2.43,None,Alex,37,2,U2rvDA8wkw78Cvfh4QQ1uA,2017-08-20
60890,3.88,None,Md,16,3,EPbpvNWcwaNdNO2L_qJlYw,2013-05-01
61018,2.67,None,Angel,3,1,VLu-nbjh8pTCLL51yikAVQ,2017-03-07
61257,3.94,"2017, 2016, 2018",Carl,132,31,5AQQYLto6pjdZ-Pyyo4g9w,2009-05-13
62430,3.9699999999999998,"2018, 2017",Lauren,80,2,x0fqdctKA-_AEfHc96U1bw,2013-03-10
62514,3.98,"2018, 2017",Felicia,172,18,lWZD7nGTxY8DDvIPCORxCg,2015-11-13
62546,4.93,None,Ann,14,0,CVkRkhkfELE5a0bbq_DBQA,2012-07-30
62639,4.0,None,Brooke,6,0,7fgIK3K0oA-fqaTkWJCO6Q,2016-12-18
63002,3.92,"2018, 2017",Edmund,64,0,BVp7lc3ljjQUqipC6t1H0A,2012-06-08
63362,4.25,None,Vikram,4,0,GEN5CvMNXy4uUFez7yJ3og,2017-02-08
63394,3.95,None,Vanessa,21,2,985_A0PdZmfbVB1wdlHPzA,2016-01-20
63775,2.13,None,Julia,6,4,OpN360-yNcprKhbVrda-CQ,2012-11-05
64374,3.43,None,Hayley,7,1,o7bfZk6gdSPOPjrbBwrIFA,2016-03-15
64664,3.67,"2017, 2016, 2018",Brenda,75,96,lARJ4ih-0IVq1hvwhhiyuA,2015-10-30
64778,3.67,2017,Kenny,29,21,EzYF0fSzRvENn5lGn0LO_w,2015-02-28
65531,3.83,"2015, 2016, 2014, 2017, 2013",Warren,142,85,ZUsS5CjWh4YrPVi4Hi3Y6Q,2011-11-27
65548,3.62,None,Maddi,21,3,Ybj1QnE8qqu9RvRryJ9Njw,2016-09-30
66105,4.3,None,Shaunesy,27,2,f_6ZjA4KhYXYDmbIzEVzyw,2016-03-11
66123,5.0,None,Cindy,2,0,_Y8OsqExYQb0s644MQZN_Q,2016-06-06
66164,1.6800000000000002,None,Derrick,19,2,c6wAZSKqt39NBsd2NepmLA,2012-06-18
66231,5.0,None,Rezwan,4,0,8ALOP98wR_MtlNC-OMbqOg,2015-05-03
66460,3.21,None,Austen,27,71,ay5KM3JipbJv8SUNP6_ptw,2013-01-10
66518,3.68,"2018, 2017",Michelle,108,21,7eKtHkxxWvI465WbDJj4dw,2017-01-28
67424,3.92,None,Edik,38,1,YyT5ZjCC5Uteg-ds3JPr8Q,2009-06-02
68044,3.42,"2016, 2017, 2015",Marta,208,10,zPmSHgYVv3-izp6wIQ8ylA,2011-09-10
68347,5.0,None,Silas,2,1,YByf-Sxc5r8Q1SmzEf15qQ,2016-03-06
69311,2.8,None,John Elias,5,2,02dLLoUZRebBMBUqb3Ledw,2015-08-24
69364,4.06,"2018, 2017",Jenny,35,1,6b70zKcJjPpi4WXIVULAzw,2017-07-08
69923,4.6,None,Harish,5,0,tZWjqajPqKfzNQD5rVMdEg,2017-01-08
70331,3.45,"2015, 2016, 2018, 2017",Hazel,241,4750,keLUgL_4y60BkppiAsIk8Q,2014-06-21
71036,3.0,None,Pauline,18,0,a9OVprxJpZBPHggp1ko7lg,2011-10-09
71174,2.83,None,Annna,30,3,oub3lefNR08yTIRgYvZ6bg,2013-03-04
71175,3.4,None,Vincent,10,1,tRKTHWw9fyFKmJJsPmLLOw,2015-07-05
71236,3.87,"2018, 2016, 2017",James,81,25,Dl5twqkJmR67cq9aZl2bIA,2015-09-12
71617,4.36,None,May,14,1,jnXutMCxcYgoaJvXOQJXhA,2013-10-06
71693,3.96,"2016, 2017",Dorsa,52,2,98mza_ogSAgNS8tGY9G1bA,2015-09-18
72109,4.5,None,Svetla,8,0,FV9nAJcQLS_X-kTE5Qzgwg,2013-09-04
72354,3.93,"2015, 2016, 2017, 2018, 2012, 2013, 2014",Patricia,427,1371,cEg_uFsiKy7cbwywAmEYxA,2009-12-17
72622,3.0,None,Nobue,4,0,enJVcblhuQv2kcKer40TaA,2016-05-15
72775,3.4,"2016, 2015, 2018, 2017",Jeannie,218,1,xXyZPAbfQzYTCig7jnZO0A,2014-09-04
72837,3.33,"2018, 2017",Mikulas,107,35,vWZVnt7U22UtBB_TkYCadA,2012-12-06
73200,1.0,None,Ralph,1,7,hibBCxOTkXDl_s1lU13Bfg,2017-06-19
73640,4.38,None,Katie,7,2,p2rKCdAfDboYlfmTAOgU4Q,2010-08-12
73738,3.67,None,Nadim,6,0,j2tjl3sFt4rbB6TFLoY1tA,2016-03-12
73838,3.48,None,J,103,2,7WMbeIW3DTQE1HTYy3Gm8A,2013-07-21
73887,3.61,"2017, 2016, 2018",Pat,74,15,w2xk1bTBRz7mbusDqz-HdA,2014-05-03
74406,4.02,"2016, 2015, 2017",Isaac,121,5,a_adronfoaxpphBD5d_3Cw,2014-03-30
74504,2.0,None,Leo,4,1,QujRfGjKM_pzfnzHh5Bfvg,2015-05-01
74628,3.12,"2018, 2017",Sam,100,31,bNVWxkusRF2SXlBtE37OIA,2017-02-06
74668,1.0,None,Jake,2,0,C6qPGPOrAEesCRDOfSWTaw,2016-07-02
75090,3.89,"2017, 2018",Jenelle,264,175,GZODRhmi-uUWKmWntTXujw,2011-12-18
75139,3.11,None,Stacie,19,2,tra473GfBzZG6Ajd7Kl4bg,2016-08-17
75193,5.0,None,Bob,6,2,FYA5Glb2WE0tTaMErGhOrw,2017-04-15
75466,3.43,None,Pushpa,7,3,oC13SeE8WhJEyq-3iuRnnw,2015-06-02
75474,3.62,None,Jay,674,174,tWBLn4k1M7PLBtAtwAg73g,2010-10-14
75740,3.71,"2015, 2016, 2017, 2018",Sarah,219,561,HpcqeJwnBCTZhMgPpUsslQ,2012-05-05
76004,4.35,"2018, 2017",Daniel,43,13,ronOnPfCriz9lv_auDqyYQ,2015-09-03
76049,3.5700000000000003,None,Victoria,14,0,xs147I7cCAMctqXIizkzHQ,2016-01-31
76084,3.62,None,Zuly,150,117,EpAiAAZFpahoQroXhFaVbA,2012-07-14
77311,4.13,"2017, 2018",Lacee,52,9,N8XXNR8bGMFWF1G4FKVV2g,2012-11-30
77751,5.0,None,Tate,3,0,DnNlatGYOCGQnZJrwNh8RA,2012-12-02
77818,3.18,None,Michael,44,0,XKCEfQZdLwC4ZUi2jm7wKw,2016-10-12
77990,3.73,None,Brennan,14,0,-1l27u1nHhe7F7AlheMIGQ,2017-03-05
78348,4.83,None,Pegah,12,0,eObjMlSCg95oD_stKGxwLQ,2014-04-29
78446,4.15,"2018, 2017",Ashley,174,79,rKghK5ZihkBX0hvGIhaUTg,2015-06-05
78598,3.36,None,Jordan,163,51,Krt9eSuNGRywDhHNQcKXaQ,2013-12-06
79118,2.44,None,Kaylee,9,1,oTMPCPyDbuc8D0__i53wxg,2017-01-21
79474,4.5,None,Ingmar,6,0,NrmT8UBGNvrj3e0AVslVFQ,2015-11-23
79633,4.0,None,Ahmed,27,8,438I0rEfwnKEaGOvfimBCw,2013-09-12
79877,3.93,None,Melissa,43,24,ppFUSlQOh2XAV9-jOZiOmw,2011-07-30
79967,4.4,None,Tracy,5,0,ojsOvzt9YaC2fWTwzCNiKQ,2017-10-29
80528,4.0,None,David,2,0,lqK5153H8IQrO_-nTgsgRw,2016-05-22
80573,4.37,"2018, 2017",Danielle,59,6,MIDgqhg9QSu72wwtzozEKA,2017-10-15
80870,3.99,"2016, 2018, 2017",Dorothy,118,28,4w-xY0Yc-jOvoCT4vJucUQ,2014-04-10
80896,3.52,"2017, 2018",Diana,219,152,Zd3wzNdevk15CwMIJdbjZw,2016-11-22
81326,3.49,"2017, 2018",Ellen,204,4,00BBefH9DpD3fx9YjVB-bA,2013-04-14
81677,4.0,None,Clark,9,1,a7jGvkE-Z9RJirxtZbkgJQ,2015-08-11
81957,3.14,None,Chelsea,13,5,bgsfNQTmJUlfZvh_jyjtEA,2013-04-29
81959,3.83,"2018, 2017, 2016",Jon,46,7,y4a9VEANXmspXM6N2vE1yw,2009-06-30
82033,3.52,"2018, 2017",Kayla,56,31,mEiQo6a56dtSXlZEl4F1rQ,2016-11-29
82090,4.0,None,Chip,4,1,xFJrvheYQbURvtYcrQm_ag,2014-07-20
82121,2.7800000000000002,None,Robert,80,8,x-Gbs8sVid3yhJIoHD6Gfw,2013-05-03
82450,4.0,None,Ryan,8,10,DSMBVo5SnkSE25zMOxVEEA,2011-12-08
82648,3.48,"2016, 2015, 2017",Joanne,624,1337,orh0HRUNCWuQMt9Iia_osg,2013-03-12
83297,2.74,None,Yas,30,8,rZT4vDAglR0yvu_PfoZmPg,2012-06-18
83324,3.58,"2013, 2011, 2012, 2018, 2014, 2017, 2016, 2010, 2015",Robert,694,118,DKIz_c_cK1pMcxIuPIK3bg,2008-06-25
83331,3.79,None,Debbie,81,12,fGCTzgHmkoaJ_wfwVj52bA,2015-03-18
83380,3.7,"2016, 2018, 2017, 2015",Jay,208,74,ulk3n0JW8tWnQ83C7m8z9A,2011-06-13
83626,4.58,None,Haaris,12,0,h-XgqMHppB9-5B0USQu47A,2013-12-20
83673,2.96,"2017, 2018, 2013, 2012, 2014",Tom,338,31,veRNLv6_8QSJXFnKwQaexw,2011-04-08
83781,3.33,None,Joci,3,1,2IcEagzpSUeGiRfxbMGTuw,2015-02-17
83790,3.61,None,Rebecca,17,34,IEub4lnMlacqzR1pywcetA,2015-12-24
84155,2.42,None,Mark,11,0,PTEJtMKH8zfmiWPsncVO4g,2014-11-27
85554,5.0,None,Sarah,2,0,xiYUp7F4wIM2Q58WdUP1IQ,2015-07-28
85892,4.18,2018,Shiann,59,64,l55_yghqjkJQ2TzRMbNsag,2017-08-28
86238,3.74,None,The,19,0,6gsjgpsjeunCfqwg8ayojQ,2012-12-28
86498,3.73,"2016, 2018, 2017",Winnie,75,20,KEsWQCpGlNpGhueyOmx3Jg,2016-08-18
86676,2.98,"2017, 2016, 2015",Joel,206,4,aNmrSw98PhdvZkLgxP2PWg,2014-07-19
87350,3.33,None,Christina,12,2,ja7Z00nFax9MIN3Nd8Zvew,2014-04-06
87638,3.25,None,Edward,22,0,BlXpI5FI3Oyl2b4-15NRTQ,2016-12-25
87925,3.7,"2007, 2005, 2006",Joe,264,15,lZsusXJjzStoi3vQmqzoMg,2005-02-23
88138,4.36,None,Reut,21,2,UIqSLZORxQMucqT8gSlFng,2017-05-05
88247,3.93,None,Deborah,97,35,_4x70B1gvBmqqa9TzUamYA,2012-06-15
88300,3.37,None,Lyla,56,43,wDcvxWkVhTHXDC53NGtL_g,2011-08-08
88311,4.11,None,Jenny,19,3,pcuI6sJqyhk4v2SpWN9lJQ,2017-04-11
88432,3.64,2017,Zee,66,66,zNzFybpN0LJDRbeEKcOtTQ,2013-11-22
88576,3.66,None,Tas,38,4,Iw2RrReUjYAL1if--BKTVw,2009-06-19
88735,3.38,"2018, 2016, 2014, 2017, 2015",Karmen,242,5,qwvqOG9UoClcR4iFnmAPHw,2014-05-23
88893,2.0,None,Sehee,3,2,OoHNIZ1ub-U9GCuo4XIN4g,2016-09-18
88960,3.23,None,James,79,17,eL78gGQ30AlbVHCKQEpcoA,2012-12-08
89052,3.79,"2017, 2018",Tanvi,139,6,eLgrAVryIhS30f3eCuvggw,2014-02-03
89224,3.91,None,sonia,77,2,pb4UyvrjV1VTJjpHBmKydw,2011-03-18
89447,3.86,"2015, 2016, 2013, 2017, 2014",Joshua,338,6,bQj1GA1H8Tb5YxwBvb4c8g,2009-09-10
89581,4.0,None,Fiona,1,0,cjJIG2f17MU2V6g20Idyyw,2017-08-06
89711,4.63,None,Joshua,8,1,eCtB9gqGbUy58kfYJC0gGw,2015-08-25
90227,4.26,None,Shane,95,5,iYTbvQ1CRUGMrKjQ9EYfZQ,2016-02-04
91080,3.58,"2016, 2017, 2018, 2015",Sabrina,110,135,2zGh6QDSdiu7xfJ_IyRP4w,2015-04-20
91166,3.54,"2016, 2017, 2018",Arlene,262,271,EyYVD9n7PlYYLTSEQ5t14w,2013-03-17
91444,1.0,None,Karolina,1,0,XgkK04gM7mSbFumF2kpf_A,2014-08-30
91445,3.23,None,Samantha,26,1,-AnDW6H6Vaa8-ixvfGtVOA,2011-05-22
91528,3.6,"2017, 2014, 2018, 2016, 2015",Jasmine,292,17,sWKaLjpYG6VABf23CXDhyA,2013-07-24
92318,1.75,None,Amanda,4,9,r51XyXnGI2AFCIlF1AyM5w,2015-02-14
92351,3.44,None,Karen,18,0,1r0LMPLUiZwjSv4vpI3xKA,2014-04-18
92817,3.56,"2017, 2018",Shirley,143,0,Srv9jOGELiNGIJEqhS5_uQ,2016-02-13
93148,3.8200000000000003,None,Nigel,132,55,hVtO4OFSKuG-RYBXmnVRWA,2016-07-17
93299,4.9,None,W,10,5,YDTC73oSJrLQ1nOuVvdgug,2009-10-13
93558,4.57,None,J,7,0,vvYWUz0e6BDAhq7ilznMBw,2009-03-12
93606,3.0,None,Rachel,3,2,UJLVlLQu8kbtRMvue9x5Zw,2014-12-11
93653,3.65,None,John,456,51,2EMNb3AUAvJzSy4Dsg0Rfw,2008-08-24
93816,3.71,2018,Rachel,27,2,p9L5NCwjtoSDogspaAl5ng,2016-12-24
94039,3.27,None,Basia,97,7,0LqdGQC40AJZVmsQIgWJ0g,2014-06-11
94194,4.06,"2017, 2018",Kimberly,78,24,zENetlNQ21S3wmaJ6AjLDQ,2015-11-16
94220,3.59,"2018, 2017",Cindy,70,14,twEVyqxAvddhoqlhEDjfOA,2013-03-14
94860,3.23,None,Victor,13,3,X3O1y4uhs0gQpiCnFmaDAw,2016-09-23
95041,3.03,None,Jen,28,3,cOiPG6aR4sXMD1NAfiHe4w,2012-10-14
95092,3.33,None,Rebecca,15,28,8fq1JOvFB7f14phe9QQXEA,2014-11-09
95401,4.0,None,Michelle,4,0,hmrxbNb5zwKkrrxSFNX8Vg,2016-02-20
95753,3.0,None,Mark,2,0,pU68hL9muCilaYeFArW3_w,2012-11-18
95955,4.5,None,Hillary,2,0,GYlZpxqRyl36fGrcbx5WjA,2017-03-26
96920,3.33,None,Anthea,18,1,KItnA7RBQN_eiCT7ddTDXw,2017-03-12
97069,3.24,None,Angie,21,9,JJbYYMh5-RKEC5IC_OmthA,2017-11-30
97085,3.44,None,Jessica,8,0,m5FWvgwCgx0_w4Qh6eMq2Q,2016-01-07
97304,3.07,None,Tansy,38,15,V5k7_bxn26hZrZHbAJQp8Q,2011-10-11
98546,4.5,None,Sara,24,0,9rGlvq4XO3uE8e42PlafYg,2017-07-04
98634,3.5,None,Roxy,8,0,yiS5va85WQLIDLDEXA38NA,2015-05-12
98717,4.85,None,Kelvin,168,1,cwZ64E_XT92XesWkQh85YQ,2013-09-11
247,3.67,None,Pyre,4,1,V-K-1sT518hflgvmvEoWeg,2017-04-26
417,5.0,None,David,7,1,9clrhwXsEa2EOoQ0S4USsA,2017-01-29
1742,1.0,None,K,3,2,ZC8JSpRzJQ4tA_UiTNw5aw,2015-07-19
2410,4.17,None,Isabella,12,1,U31v21OWLbIPFrU0kbqDhw,2017-11-20
2899,2.8,None,Michelle,5,0,0PDx7dPD1HE1Q9ZOizBObw,2017-12-08
2944,5.0,None,Brendan,1,0,7j_Bs-oERO1NZh2klVoPJw,2017-01-24
3344,3.0,None,Lor,7,0,_OJAt8nQX8-Pv9GYioD8Bw,2013-02-09
3879,4.9,None,E,9,0,9IpLxD__RgT3FZw2aZmeOA,2016-05-05
3905,2.91,None,Paul,9,0,Cp27JrM_jsMrCGmZjJdGEQ,2013-01-13
3986,1.5,None,Antonio,2,0,xwfXfWmkfAZQ5L580IvkPg,2012-05-04
4071,3.25,None,Bibil,4,1,cva2mxjHCo7hjMSP2bkDgA,2012-08-04
4178,3.68,None,Nancy,27,0,Qkq5SGz0pCrihbZ4-RqGXw,2011-11-19
4363,2.6,None,Antonio,10,0,enufFIb42JgddeOROE18wQ,2015-06-05
5077,3.1,None,Yan,31,0,Ctf5fDPeA7wtbdHvCKMD9A,2012-07-08
5777,3.81,None,Carlos,297,4,0hnfc4XlbDFMs69BaV5YbQ,2014-01-10
7197,3.96,None,Dany,66,1,fLyV-jpGdXLtoX_OkQ1bNg,2014-10-27
7566,2.33,None,Show,3,0,pMT0tOlGFUJHX_eKaIGljg,2015-07-05
7827,3.67,None,Dennis,15,0,jQzXD1ZruO4qCezFoTnEfw,2014-04-01
8776,3.6,None,Mys,10,1,Edn3xTTJIUYERgYTlFG1BA,2014-07-26
9076,5.0,None,Zelie,1,0,9blKQOasfp929xXKC_0UCQ,2017-06-27
9612,2.25,None,Tdot,8,5,V7c8oiALFmBGX_psk-t0gg,2016-05-04
9770,4.13,None,Hakha,8,0,KMa1HPBLbcX0zUe0Y6rXQw,2015-12-15
9864,4.38,None,Lauren,7,0,8oVYM2NXnjW_aoOSvA3i6Q,2017-06-16
10652,3.38,None,Sandra,23,0,6OLeqcpUj5GcupCnbbyeVg,2015-08-03
11324,3.71,None,Camilla,7,12,oK2IsMmz428wH6iB8tANFQ,2015-10-24
